custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
"8822-MXUYEV-8W6",1,2,1,57,5,"August",18,4,3,0,14,4,1,35.000000,3.555348,2,8.500000,0.461125,-0.774086,2.513875,0.921825,0,3,1,22,5,4,0,0,0,0,0,0,0,0,0,2,21,4,3,0,0,8.900000,1,0,0,1,1,18,1,0,0,1,0,0,0,0,0,1,9,1,1,1,1,4,4,2,0,25,5,3,2,1,0,21,5,12.000000,228.120000,6.000000,144.170000,0,2,62,0,17.150000,2.841998,1109.600000,7.011755,0,0.000000,,0.000000,,1,42.000000,3.737670,2579.250000,7.855254,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,1,0,2,0,0,0,0,1,1,13,1,1,1,0,1,1,1,0,1,0,0,0
"5599-DUCEPK-HXP",4,3,1,77,6,"March",15,3,1,0,27,5,0,108.000000,4.682131,4,9.100000,4.835376,1.575959,4.992624,1.607962,0,5,1,18,4,2,7,0,1,0,0,0,0,6,1,1,54,5,2,1,0,51.700000,3,1,0,1,1,37,1,0,1,1,0,0,1,1,0,0,9,2,1,1,0,4,2,1,0,39,5,1,1,2,0,30,5,9.000000,357.590000,6.000000,188.660000,1,2,72,0,54.550000,3.999118,3844.350000,8.254360,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,22.000000,3.091042,1550.000000,7.346010,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
"4626-CAHDBA-0M9",2,1,0,49,4,"May",12,2,6,0,18,5,0,50.000000,3.912023,3,34.300000,4.270350,1.451696,12.879650,2.555649,0,5,0,-1,-1,1,13,2,1,0,0,0,0,10,0,2,20,4,1,1,0,27.700000,2,0,0,1,1,28,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,4,4,1,17,5,4,4,2,0,12,4,8.000000,146.070000,3.000000,53.240000,0,2,39,0,4.900000,1.589235,214.150000,5.366677,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,26.750000,3.286534,1055.000000,6.961296,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,1,1,0,1,0,0,0
"5682-HSIFSE-LWF",1,1,1,79,6,"September",12,2,1,0,16,5,1,9.000000,2.197225,1,19.900000,0.916992,-0.086657,0.874008,-0.134666,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,10,3,3,0,0,5.700000,1,0,0,1,1,19,1,0,1,1,0,0,0,0,0,0,9,5,0,0,0,2,3,3,0,14,4,3,3,1,0,13,4,14.000000,310.100000,6.000000,95.310000,0,2,36,1,10.700000,2.370244,431.000000,6.066108,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,9.500000,2.251292,320.000000,5.768321,0,0.000000,,0.000000,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3280-AVNIIW-BP1",1,1,0,29,3,"January",18,4,3,0,2,2,0,59.000000,4.077537,3,5.400000,0.783756,-0.243658,2.402244,0.876403,0,1,1,18,4,3,0,0,0,0,0,0,0,0,1,1,6,2,4,1,0,29.000000,2,0,0,1,1,17,1,0,1,0,1,0,0,0,0,0,9,6,0,0,1,1,1,2,0,10,3,4,3,2,0,8,3,12.000000,423.420000,6.000000,204.030000,1,1,24,0,5.000000,1.609438,124.950000,4.827914,1,25.750000,3.248435,658.600000,6.490116,1,64.900000,4.172848,1482.950000,7.301789,1,13.250000,2.583998,280.000000,5.634790,1,43.700000,3.777348,1000.750000,6.908505,1,1,1,3,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,0,0,0,0
"8325-ORNEIY-ZAD",3,4,1,44,4,"March",14,2,1,0,9,3,0,74.000000,4.304065,3,9.600000,1.854144,0.617423,5.249856,1.658201,0,1,0,-1,-1,2,4,2,0,0,0,0,2,0,1,1,14,3,0,-1,-1,-1.000000,-1,-1,1,5,3,36,0,0,0,0,1,0,0,1,0,0,9,4,0,0,0,3,4,1,0,6,3,2,3,1,0,4,2,12.000000,310.520000,3.000000,57.910000,0,2,11,0,8.800000,2.174752,92.050000,4.522332,1,20.500000,3.020425,237.750000,5.471220,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,25.550000,3.240637,272.850000,5.608922,0,0,0,1,1,1,1,1,1,1,24,1,1,1,1,1,0,0,0,1,0,0,0
"1224-JIXCKY-WER",1,1,1,73,6,"August",13,2,1,0,18,5,0,46.000000,3.828641,2,19.700000,5.564068,1.716329,3.497932,1.252172,0,2,1,10,1,4,12,0,0,2,0,0,0,10,0,1,31,5,1,1,0,20.900000,2,1,0,10,5,30,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,4,1,1,0,40,5,1,1,2,0,29,5,14.000000,556.760000,3.000000,125.990000,0,2,72,0,91.950000,4.521245,6562.500000,8.789127,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,51.500000,3.941582,3710.000000,8.218787,0,0.000000,,0.000000,,1,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,1,0,0,0
"3715-QWHEEW-C47",2,4,1,43,4,"June",8,1,1,1,3,2,0,29.000000,3.367296,2,14.600000,1.846024,0.613034,2.387976,0.870446,0,1,1,11,1,2,2,0,2,0,0,0,0,0,0,2,12,3,5,1,1,13.500000,1,0,1,1,1,36,1,0,0,0,0,0,0,0,0,0,9,6,1,0,0,1,3,3,0,17,5,2,4,1,0,12,4,12.000000,462.150000,4.000000,129.560000,0,3,47,0,14.750000,2.691243,625.500000,6.438551,1,18.500000,2.917771,945.600000,6.851820,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,0,0,0,0,0,0,0
"3676-WTBQOM-7IN",1,1,1,65,6,"July",11,1,6,0,29,5,1,11.000000,2.397895,1,5.300000,0.420926,-0.865298,0.162074,-1.819702,0,5,1,11,1,4,0,0,0,0,0,0,0,0,1,4,9,3,1,1,0,5.500000,1,0,1,4,3,24,0,0,0,1,1,0,0,0,0,0,9,4,0,0,0,3,3,2,0,36,5,2,2,4,0,20,5,4.000000,66.630000,4.000000,58.680000,0,2,63,0,9.700000,2.272126,637.950000,6.458260,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,15.500000,2.740840,950.000000,6.856462,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0
"8436-MBFTPR-A8H",2,2,0,55,5,"July",17,4,2,0,6,3,0,27.000000,3.295837,2,7.300000,0.240462,-1.425193,1.730538,0.548432,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,3,7,2,2,0,0,11.500000,1,0,1,1,1,16,1,0,1,0,0,0,0,0,0,0,9,3,0,1,0,5,3,4,0,20,5,4,4,1,0,14,4,11.000000,386.620000,8.000000,304.750000,1,1,47,0,5.800000,1.757858,249.150000,5.518055,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,18.500000,2.917771,855.000000,6.751101,0,0.000000,,0.000000,,1,0,0,0,0,1,0,0,0,1,15,1,1,1,0,0,0,0,0,0,0,0,1
"5435-FVAUQT-FCW",5,3,1,22,2,"April",17,4,3,1,0,1,0,23.000000,3.135494,1,22.600000,1.954448,0.670108,3.243552,1.176669,0,1,1,14,2,4,4,0,0,0,0,0,0,4,1,3,1,1,1,0,0,9.400000,1,0,1,4,3,23,0,1,0,1,0,0,0,0,0,0,9,4,1,0,1,1,4,4,0,5,2,4,4,3,1,4,2,10.000000,351.960000,10.000000,373.920000,1,3,21,0,9.650000,2.266958,158.800000,5.067646,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,0,0,0,1,0,0,1,15,1,1,1,0,1,0,0,0,0,0,0,0
"1553-CFKORW-DX4",2,4,1,20,2,"June",15,3,2,0,0,1,0,24.000000,3.178054,1,6.300000,0.284256,-1.257880,1.227744,0.205178,1,1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,9.100000,1,1,1,1,1,19,1,0,0,0,1,0,0,1,1,0,4,4,1,0,0,3,3,1,0,2,2,2,3,3,0,2,2,7.000000,127.560000,4.000000,64.480000,1,1,8,1,6.350000,1.848455,41.800000,3.732896,0,0.000000,,0.000000,,1,31.550000,3.451574,208.900000,5.341856,0,0.000000,,0.000000,,1,22.850000,3.128951,154.700000,5.041488,0,0,0,3,0,1,1,0,1,1,14,1,1,1,0,1,1,1,0,0,0,0,0
"5008-XQDMYC-I6U",4,1,1,60,5,"June",8,1,3,1,25,5,0,80.000000,4.382027,4,6.900000,4.421520,1.486484,1.098480,0.093927,0,5,1,7,1,2,2,0,0,0,2,0,0,0,1,1,35,5,3,0,1,37.000000,2,0,0,1,1,11,1,0,1,0,0,0,1,0,0,0,9,7,1,1,1,4,3,1,0,39,5,3,2,4,0,30,5,8.000000,478.510000,3.000000,94.790000,0,3,72,0,45.600000,3.819908,3154.500000,8.056585,1,36.500000,3.597312,2550.600000,7.844084,0,0.000000,,0.000000,,1,64.000000,4.158883,4470.000000,8.405144,1,42.500000,3.749504,2991.550000,8.003547,0,0,0,0,1,1,1,1,0,1,30,1,1,1,0,0,0,0,0,1,0,0,0
"6231-FDXDHF-BI1",2,5,1,66,6,"April",9,1,6,0,25,5,1,10.000000,2.302585,1,7.700000,0.190190,-1.659732,0.579810,-0.545055,0,4,0,-1,-1,1,5,1,0,0,0,0,0,4,1,1,30,5,5,0,1,4.200000,1,1,0,1,1,32,1,0,0,0,0,0,0,1,0,1,9,5,0,0,0,5,2,2,0,38,5,3,3,3,0,29,5,11.000000,154.690000,8.000000,166.740000,1,1,72,0,20.200000,3.005683,1472.650000,7.294819,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,47.500000,3.860730,3395.000000,8.130059,0,0.000000,,0.000000,,1,1,0,0,1,0,1,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0
"0821-KARQQH-J2T",3,3,1,63,5,"June",20,5,1,1,15,4,0,108.000000,4.682131,4,4.200000,0.458136,-0.780589,4.077864,1.405573,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,29,5,1,1,0,37.000000,2,1,1,3,2,22,0,0,1,1,0,0,0,1,0,0,9,3,0,0,0,4,4,2,0,34,5,1,2,4,1,25,5,11.000000,304.460000,7.000000,213.130000,1,3,67,1,16.700000,2.815409,1167.100000,7.062277,1,25.000000,3.218876,1654.000000,7.410952,1,47.500000,3.860730,3070.050000,8.029449,1,20.750000,3.032546,1355.000000,7.211557,1,39.700000,3.681351,2609.850000,7.867048,1,1,1,3,1,1,1,1,0,1,17,1,1,1,1,1,1,1,1,1,0,0,0
"3319-VOHKDQ-M54",3,3,1,29,3,"December",17,4,1,0,2,2,0,25.000000,3.218876,2,14.100000,1.586250,0.461373,1.938750,0.662043,0,1,0,-1,-1,1,4,2,2,0,0,0,0,0,0,2,2,1,4,1,1,8.300000,1,0,1,1,1,32,1,0,0,0,0,1,0,1,0,0,9,3,0,1,1,1,4,2,0,4,2,3,1,2,0,3,2,12.000000,501.600000,7.000000,390.770000,0,2,12,1,3.650000,1.294727,51.450000,3.940610,1,22.750000,3.124565,220.950000,5.397936,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,19.100000,2.949688,197.550000,5.285992,0,1,0,1,1,1,1,1,1,1,18,1,1,1,1,1,1,0,0,0,0,0,0
"4706-ZIUYMD-B96",2,1,1,79,6,"December",12,2,1,0,31,5,1,22.000000,3.091042,1,8.100000,0.196020,-1.629539,1.585980,0.461203,0,5,1,14,2,2,2,2,0,0,0,0,0,0,0,2,33,5,3,1,1,13.300000,1,1,1,1,1,22,1,0,0,0,0,0,0,0,0,0,9,6,0,0,1,4,4,4,1,39,5,3,4,3,0,29,5,11.000000,211.200000,4.000000,46.730000,0,2,71,0,26.900000,3.292126,1841.250000,7.518200,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,43.750000,3.778492,3065.000000,8.027803,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0
"0050-VSGLEA-9NB",4,2,0,39,4,"September",14,2,2,0,5,2,0,66.000000,4.189655,3,25.700000,1.221264,0.199886,15.740736,2.756252,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,1,11,3,2,1,0,24.400000,2,0,1,1,1,19,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,3,1,2,0,1,1,2,4,1,0,2,2,8.000000,306.650000,11.000000,328.630000,0,1,4,1,2.600000,0.955511,10.450000,2.346602,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,5.750000,1.749200,15.000000,2.708050,0,0.000000,,0.000000,,0,1,1,1,1,1,1,0,0,1,20,1,0,1,0,1,0,1,1,0,0,0,0
"3361-ANDCSP-T9V",2,2,0,60,5,"January",16,3,1,0,6,3,0,72.000000,4.276666,3,15.300000,3.183624,1.158020,7.832376,2.058266,1,5,1,13,2,2,0,0,0,0,0,0,0,0,0,2,37,5,4,1,1,37.000000,2,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,6,0,1,0,3,3,3,0,28,5,1,3,4,0,22,5,16.000000,646.810000,5.000000,187.440000,0,2,54,0,10.800000,2.379546,606.150000,6.407127,1,40.500000,3.701302,2295.000000,7.738488,0,0.000000,,0.000000,,1,47.000000,3.850148,2585.000000,7.857481,1,71.750000,4.273188,3740.500000,8.226975,1,1,1,4,1,1,1,1,1,1,26,1,1,1,1,1,1,0,1,0,0,1,0
"0247-KEGYUI-7U8",1,1,1,48,4,"March",13,2,3,0,22,5,0,67.000000,4.204693,3,1.100000,0.222574,-1.502496,0.514426,-0.664704,0,5,1,13,2,2,0,0,0,0,0,0,0,0,1,1,15,3,2,1,0,36.000000,2,1,0,1,1,24,1,0,0,0,0,0,0,0,0,1,1,6,0,0,1,3,4,1,0,30,5,2,2,1,0,27,5,18.000000,1029.360000,7.000000,236.770000,0,3,71,0,27.050000,3.297687,2013.900000,7.607828,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,24.750000,3.208825,1780.000000,7.484369,0,0.000000,,0.000000,,1,0,0,3,0,1,0,0,0,1,21,1,1,1,0,1,1,0,0,0,0,0,0
"4116-MVCGHJ-DH8",1,2,1,63,5,"March",11,1,2,0,6,3,1,10.000000,2.302585,1,11.300000,0.111870,-2.190418,1.018130,0.017968,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,38,5,3,0,0,5.700000,1,1,0,1,1,25,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,3,3,2,0,15,4,2,3,2,0,17,5,9.000000,165.950000,11.000000,219.450000,0,1,52,0,14.900000,2.701361,805.750000,6.691774,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,25.750000,3.248435,1340.000000,7.200425,0,0.000000,,0.000000,,0,0,0,0,0,0,0,1,0,1,29,1,1,0,0,0,0,0,0,1,0,0,0
"7265-CRINJO-ZL5",5,5,1,20,2,"December",10,1,1,0,2,2,0,24.000000,3.178054,1,2.400000,0.336384,-1.089502,0.239616,-1.428718,0,4,1,13,2,4,6,3,1,0,0,2,0,0,1,3,1,1,2,0,1,15.100000,1,0,0,1,1,30,1,0,1,1,1,1,0,1,0,0,1,5,0,1,1,2,3,1,1,2,2,5,1,4,0,2,2,8.000000,184.250000,6.000000,135.710000,1,3,17,1,7.500000,2.014903,123.050000,4.812591,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,1,0,0,0,0,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0
"5356-KWXALQ-5SC",4,5,1,60,5,"February",13,2,2,0,3,2,0,31.000000,3.433987,2,6.800000,1.317500,0.275736,0.790500,-0.235090,0,1,1,11,1,2,0,0,0,0,0,0,0,0,1,1,32,5,5,1,1,16.200000,1,1,0,1,1,33,1,0,0,0,1,1,0,1,0,0,9,6,1,0,0,2,1,4,0,31,5,4,3,2,0,26,5,12.000000,168.510000,5.000000,89.260000,0,3,62,0,21.400000,3.063391,1306.650000,7.175222,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,13.250000,2.583998,800.000000,6.684612,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,14,1,1,1,0,1,1,0,0,1,0,0,0
"0031-EYRVUV-U32",3,1,0,46,4,"March",13,2,1,0,8,3,0,30.000000,3.401197,2,10.000000,1.443000,0.366724,1.557000,0.442761,0,3,1,12,2,4,8,1,0,0,0,0,0,7,0,1,20,4,3,1,0,15.200000,1,1,0,1,1,26,1,0,0,0,0,0,0,0,0,0,9,2,0,1,1,3,2,3,0,17,5,2,1,1,0,16,5,10.000000,245.490000,6.000000,139.640000,1,2,37,0,8.400000,2.128232,285.250000,5.653366,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,1,0,1,0,1,0
"0882-YMIYMX-WVE",1,2,0,21,2,"December",9,1,1,0,1,1,0,17.000000,2.833213,1,11.600000,0.134096,-2.009199,1.837904,0.608626,1,1,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,0,1,1,0,0,8.800000,1,0,1,1,1,25,1,0,0,0,0,0,0,0,0,1,9,3,1,0,1,5,2,3,0,3,2,3,3,3,0,3,2,9.000000,192.240000,4.000000,93.150000,1,1,17,1,11.450000,2.437990,220.050000,5.393855,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,25,0,1,1,0,0,0,0,0,0,0,0,0
"8286-HQYYPB-ANL",4,1,1,31,3,"October",15,3,2,0,1,1,0,32.000000,3.465736,2,18.300000,3.179808,1.156821,2.676192,0.984395,1,1,1,15,3,4,1,1,0,0,0,0,0,0,1,1,10,3,3,1,0,11.800000,1,0,0,1,1,16,1,0,0,0,0,0,1,1,0,0,9,5,0,0,0,2,4,2,1,13,4,4,3,3,1,13,4,5.000000,95.720000,3.000000,63.570000,1,3,26,0,8.850000,2.180417,217.850000,5.383807,1,18.250000,2.904165,527.100000,6.267390,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,34.300000,3.535145,842.300000,6.736136,1,1,1,1,1,0,0,0,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0
"7486-NNVANT-C8P",3,1,0,50,5,"May",8,1,1,0,20,5,0,98.000000,4.584967,4,8.100000,0.484218,-0.725220,7.453782,2.008722,0,4,1,7,1,3,0,0,0,0,0,0,0,0,0,2,10,3,2,1,1,48.700000,3,0,0,5,3,15,1,1,0,0,1,0,0,0,0,0,9,5,1,0,0,4,1,3,0,32,5,1,2,2,1,26,5,13.000000,550.880000,3.000000,85.680000,1,2,60,0,31.650000,3.454738,1922.400000,7.561330,1,41.250000,3.719651,2604.200000,7.864881,0,0.000000,,0.000000,,1,102.000000,4.624973,6075.000000,8.711937,0,0.000000,,0.000000,,1,0,0,0,1,1,1,0,0,1,22,1,1,1,0,0,0,0,0,1,1,1,0
"9543-KRZTJX-1TS",5,3,1,41,4,"January",11,1,6,0,16,5,0,77.000000,4.343805,4,22.700000,9.124038,2.210912,8.354962,2.122856,1,3,1,7,1,2,14,0,0,0,0,2,0,12,1,1,11,3,1,1,0,27.800000,2,0,1,1,1,31,1,0,0,0,1,0,1,0,0,0,9,4,1,0,0,3,3,4,0,2,2,1,1,4,0,1,1,9.000000,424.680000,5.000000,268.700000,0,3,4,0,2.800000,1.029619,14.800000,2.694627,1,30.750000,3.425890,103.500000,4.639572,0,0.000000,,0.000000,,1,48.250000,3.876396,145.000000,4.976734,0,0.000000,,0.000000,,0,0,0,0,1,1,1,1,0,1,15,1,1,1,0,0,0,0,0,0,0,0,0
"1415-RPWLRQ-PKQ",4,5,1,41,4,"June",14,2,1,0,5,2,0,44.000000,3.784190,2,4.600000,0.473616,-0.747358,1.550384,0.438503,0,1,1,13,2,2,0,0,0,0,0,0,0,0,1,1,19,4,1,1,0,21.700000,2,0,1,8,4,39,0,0,0,1,1,0,0,1,1,0,3,6,0,0,1,4,2,3,0,11,4,1,3,1,0,12,4,10.000000,157.630000,6.000000,109.170000,0,3,35,0,9.100000,2.208274,319.350000,5.766288,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,1,1,1,0,0,0,0,0
"9075-RZQRPR-DTZ",3,4,1,26,3,"December",19,4,1,0,0,1,0,46.000000,3.828641,2,17.100000,5.490468,1.703013,2.375532,0.865221,1,1,1,15,3,7,2,1,0,0,1,0,0,0,0,2,2,1,2,1,0,22.300000,2,0,0,1,1,31,1,0,1,1,0,0,0,1,0,0,9,4,0,0,1,5,3,4,1,8,3,2,4,2,0,8,3,11.000000,340.980000,7.000000,169.280000,0,3,37,0,5.750000,1.749200,231.850000,5.446091,0,0.000000,,0.000000,,1,48.250000,3.876396,1742.300000,7.462961,1,18.500000,2.917771,710.000000,6.565265,1,48.600000,3.883624,1712.950000,7.445972,1,1,1,4,1,1,0,0,1,1,18,1,1,1,1,1,1,1,1,0,0,0,0
"9462-EXPIMT-IQ2",4,5,0,53,5,"July",14,2,1,0,5,2,0,34.000000,3.526361,2,13.700000,2.361606,0.859342,2.296394,0.831340,0,3,1,10,1,3,5,0,0,0,0,0,0,5,1,4,25,4,2,1,1,18.900000,1,0,0,1,1,24,1,0,0,1,0,0,0,1,0,0,9,5,1,1,1,4,3,1,0,21,5,1,1,4,0,17,5,13.000000,375.330000,5.000000,143.640000,1,1,44,0,9.850000,2.287471,465.800000,6.143756,1,31.250000,3.442019,1472.600000,7.294785,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,0,1,1,0,1,0,1,22,1,1,1,0,0,0,0,0,1,1,0,0
"5698-CWVFMT-EWP",4,3,1,25,3,"August",19,4,2,0,0,1,0,23.000000,3.135494,1,0.700000,0.039928,-3.220677,0.121072,-2.111370,0,1,1,17,4,4,1,0,1,0,0,0,0,0,1,1,2,1,3,1,1,12.300000,1,0,0,1,1,31,1,1,0,0,0,0,0,0,0,1,9,3,1,1,0,2,4,1,0,7,3,4,1,4,0,7,3,6.000000,114.270000,8.000000,162.780000,1,1,35,0,9.250000,2.224624,333.100000,5.808443,1,15.000000,2.708050,495.550000,6.205668,1,40.300000,3.696351,1391.450000,7.238102,1,11.500000,2.442347,400.000000,5.991465,1,39.300000,3.671225,1319.800000,7.185235,1,1,1,4,0,0,1,0,1,1,30,1,1,1,1,1,1,1,0,0,0,0,0
"6630-IULPMY-KWK",3,3,1,56,5,"December",17,4,1,0,12,4,0,93.000000,4.532599,4,2.200000,0.722238,-0.325401,1.323762,0.280478,0,4,1,16,3,2,0,0,0,0,0,0,0,0,1,4,35,5,2,1,0,54.200000,3,1,0,1,1,29,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,1,3,3,0,32,5,2,1,3,0,21,5,13.000000,646.430000,3.000000,176.810000,0,3,60,0,13.650000,2.613740,866.350000,6.764289,0,0.000000,,0.000000,,1,23.150000,3.141995,1375.250000,7.226391,1,17.750000,2.876386,1060.000000,6.966024,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0
"0210-INIVGV-M4Y",4,2,0,74,6,"April",10,1,6,0,35,5,0,151.000000,5.017280,5,8.000000,4.832000,1.575260,7.248000,1.980726,0,5,1,8,1,2,2,0,2,0,0,0,0,0,1,2,55,5,3,1,1,70.500000,3,1,0,1,1,37,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,2,1,1,0,40,5,1,4,1,0,30,5,6.000000,316.570000,8.000000,245.840000,0,2,72,0,29.800000,3.394508,2108.850000,7.653898,1,64.000000,4.158883,4690.200000,8.453231,0,0.000000,,0.000000,,1,33.500000,3.511545,2390.000000,7.779049,1,38.700000,3.655840,2875.800000,7.964086,0,1,1,0,1,1,1,1,0,1,28,1,1,1,0,0,0,0,0,1,0,0,0
"1252-CDBPQY-4PH",2,4,1,30,3,"March",14,2,2,0,1,1,0,34.000000,3.526361,2,9.700000,0.939930,-0.061950,2.358070,0.857843,1,2,1,10,1,4,3,1,2,0,0,0,0,0,1,1,4,2,3,1,0,11.100000,1,0,0,1,1,37,1,0,0,0,1,1,0,0,0,0,9,3,0,0,1,2,2,2,1,12,4,5,1,4,0,12,4,10.000000,344.450000,3.000000,128.670000,1,1,70,0,32.800000,3.490429,2299.350000,7.740382,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,55.750000,4.020877,3850.000000,8.255828,0,0.000000,,0.000000,,1,0,0,0,1,1,1,1,0,1,32,1,1,1,0,0,0,1,0,1,0,0,0
"6505-GAEHYO-NRP",4,3,0,71,6,"May",12,2,3,0,36,5,0,124.000000,4.820282,4,9.300000,4.197648,1.434524,7.334352,1.992569,0,5,1,14,2,2,12,0,0,3,0,0,0,9,1,3,40,5,3,1,1,67.900000,3,1,0,1,1,23,1,0,0,0,0,0,0,0,0,0,9,5,1,0,0,2,4,4,0,40,5,3,4,4,0,30,5,7.000000,137.920000,6.000000,104.140000,0,2,72,0,77.050000,4.344455,5676.200000,8.644037,1,46.500000,3.839452,3454.050000,8.147303,0,0.000000,,0.000000,,1,12.500000,2.525729,910.000000,6.813445,0,0.000000,,0.000000,,1,1,1,0,1,1,1,1,0,1,17,1,1,1,0,0,0,0,0,1,1,0,0
"5340-UXMMIL-874",2,1,1,68,6,"November",16,3,1,0,17,5,0,121.000000,4.795791,4,8.800000,1.288408,0.253407,9.359592,2.236402,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,4,21,4,2,1,1,66.900000,3,0,1,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,0,3,3,2,0,32,5,2,4,4,1,17,5,12.000000,185.570000,1.000000,23.970000,1,1,60,0,14.350000,2.663750,900.200000,6.802617,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,12.000000,2.484907,645.000000,6.469250,0,0.000000,,0.000000,,1,0,1,1,0,1,1,0,1,1,16,1,1,1,0,1,0,1,0,1,0,1,1
